"inventarnyi_nomer","id_katalognoi"
"09:0000797470","1456229"
"03:0000471548","1456232"
"01:0001745877","1456232"
"09:0000381566","1456240"
"03:0000859577","1456241"
"05:0000078834","1456241"
"05:0000572750","1456241"
"04:0001004018","1456241"
"09:0000302941","1456265"
"09:0000302930","1456270"
"06:0000842124","1456282"
"01:0000240452","1456287"
"03:0000589543","1456287"
"09:0000288319","1456287"
"09:0000302997","1456305"
"06:0000842145","1456310"
"09:0000582570","1456311"
"09:0000303061","1456326"
"05:0000980848","1456336"
"09:0000416111","1456355"
"07:0000694592","1456369"
"07:0000893659","1456373"
"07:0000977559","1456375"
"09:0000774542","1456381"
"07:0000880984","1456385"
"08:0000957840","1456385"
"01:0000213290","1456400"
"08:0001026246","1456400"
"01:0001174754","1456400"
"08:0000932108","1456416"
"10:0000339952","1456418"
"01:0001858969","1456424"
"07:0000516889","1456439"
"06:0000852570","1456447"
"09:0000339310","1456478"
"01:0001966891","1456485"
"09:0000303463","1456496"
"05:0000916237","1456498"
"09:0000303587","1456543"
"07:0000986694","1456569"
"09:0000405349","1456571"
"03:0001764877","1456571"
"05:0000650903","1456571"
"04:0000977409","1456571"
"02:0001281555","1456571"
"02:0000725892","1456571"
"07:0000946196","1456581"
"07:0000650427","1456582"
"01:0000320808","1456582"
"05:0001083942","1456584"
"02:0000178415","1456589"
"16:0000021724","1456589"
"05:0000443125","1456589"
"05:0000608369","1456589"
"07:0000311556","1456589"
"07:0000529504","1456589"
"03:0000449490","1456589"
"03:0000983197","1456589"
"09:0000228495","1456589"
"03:0000748968","1456589"
"07:0000517156","1456599"
"06:0000230421","1456613"
"07:0000517208","1456622"
"09:0000735308","1456637"
"09:0000735271","1456637"
"09:0000303842","1456638"
"08:0000932347","1456683"
"05:0000916386","1456693"
"01:0001859110","1456699"
"09:0000304050","1456706"
"09:0000320846","1456713"
"03:0001841909","1456723"
"08:0000932383","1456724"
"09:0000304295","1456742"
"09:0000369796","1456788"
"08:0000932433","1456791"
"09:0000304329","1456812"
"09:0000304335","1456814"
"Б05:00016349","1456823"
"Б03:00066182","1456831"
"Б11:00004964","1456831"
"08:0001243680","1456831"
"06:0000842337","1456894"
"09:0000463596","1456909"
"09:0000304573","1456909"
"09:0000304632","1456922"
"Б06:00036573","1456935"
"08:0000595238","1456949"
"01:0000759001","1456949"
"03:0000825158","1456949"
"08:0000932559","1456960"
"09:0000538759","1456966"
"09:0000304789","1456974"
"07:0000765624","1456975"
"07:0000765619","1456975"
"02:0000794364","1456983"
"06:0000842498","1457019"
"09:0000304939","1457029"
"06:0000842545","1457057"
"01:0000989567","1457057"
"09:0000305045","1457080"
"09:0000305081","1457091"
"09:0000836531","1457093"
"05:0001130323","1457115"
"08:0001005495","1457115"
"09:0000684129","1457119"
"03:0001841957","1457122"
"09:0000305228","1457143"
"05:0000311753","1457143"
"02:0000506345","1457143"
"08:0001025000","1457143"
"08:0001154259","1457143"
"08:0000659336","1457143"
"01:0001502548","1457143"
"04:0001025078","1457165"
"04:0001025077","1457165"
"03:0001862827","1457165"
"03:0001862840","1457165"
"09:0000305313","1457183"
"06:0000842734","1457187"
"06:0000842738","1457187"
"06:0001078466","1457189"
"09:0000743645","1457201"
"01:0001878858","1457222"
"09:0000305451","1457235"
"06:0000842840","1457241"
"13:0000010878","1457253"
"01:0001859516","1457258"
"06:0000842930","1457283"
"05:0000916733","1457290"
"09:0000406555","1457311"
"Б01:00075479","1457360"
"09:0000305783","1457366"
"09:0000305876","1457392"
"05:0000916825","1457422"
"07:0000518691","1457430"
"09:0000654490","1457434"
"Б01:00075497","1457440"
"06:0000843199","1457459"
"08:0000933003","1457464"
"07:0000666949","1457485"
"08:0000933043","1457491"
"Б09:00028071","1457505"
"09:0000736887","1457527"
"09:0000306226","1457531"
"09:0000518049","1457537"
"05:0001038071","1457548"
"08:0001067591","1457572"
"09:0000518069","1457573"
"05:0000916983","1457580"
"03:0000574869","1457593"
"03:0001253166","1457599"
"03:0001082376","1457599"
"07:0000621692","1457599"
"06:0000979829","1457599"
"08:0001031040","1457599"
"01:0001065292","1457599"
"02:0000746454","1457599"
"03:0001641784","1457603"
"03:0000906019","1457603"
"03:0000552523","1457603"
"03:0000077862","1457603"
"03:0001070097","1457603"
"03:0001843722","1457603"
"03:0001098910","1457603"
"09:0000148356","1457603"
"09:0000837360","1457603"
"01:0001307645","1457603"
"01:0000892899","1457603"
"01:0001088088","1457603"
"01:0000844587","1457603"
"01:0001592440","1457603"
"06:0000971852","1457603"
"01:0001710815","1457603"
"01:0001494808","1457603"
"04:0000783284","1457603"
"04:0000683758","1457603"
"04:0000820854","1457603"
"05:0000990025","1457603"
"08:0000933209","1457604"
"07:0000545269","1457640"
"01:0001500348","1457645"
"Б09:00024964","1457656"
"06:0001042950","1457658"
"Б09:00032547","1457692"
"09:0000412419","1457710"
"Б09:00038251","1457727"
"09:0000445047","1457736"
"09:0000445041","1457736"
"06:0000843612","1457740"
"06:0000843623","1457750"
"08:0000933370","1457755"
"08:0000933372","1457758"
"18:0000037262","1457759"
"07:0000632193","1457763"
"Б01:00075518","1457797"
"05:0001073146","1457803"
"Б01:00075522","1457829"
"08:0000949817","1457830"
"06:0000843715","1457830"
"09:0000686768","1457833"
"03:0000769193","1457833"
"07:0000548378","1457844"
"06:0000843743","1457847"
"Б06:00036687","1457848"
"Б01:00075525","1457849"
"05:0000048016","1457864"
"06:0000890454","1457870"
"01:0001884671","1457878"
"06:0000843788","1457882"
"09:0000306890","1457891"
"06:0000843812","1457903"
"Б09:00012723","1457912"
"06:0000843827","1457915"
"06:0000983711","1457922"
"09:0000784587","1457926"
"08:0001238229","1457943"
"06:0000843868","1457944"
"07:0000853602","1457954"
"09:0000754104","1457977"
"09:0000307190","1458002"
"07:0000736004","1458008"
"07:0000736147","1458008"
"07:0000821988","1458008"
"09:0000307866","1458014"
"06:0000843940","1458019"
"07:0000519507","1458022"
"08:0000525830","1458029"
"08:0000603626","1458029"
"05:0000020857","1458029"
"09:0000384936","1458043"
"07:0000620871","1458044"
"09:0000352646","1458046"
"04:0001004511","1458048"
"06:0000843988","1458065"
"07:0000256354","1458072"
"01:0001875390","1458088"
"09:0000789983","1458092"
"02:0001447711","1458100"
"04:0001004533","1458100"
"09:0000488768","1458105"
"07:0000519609","1458123"
"09:0000307487","1458126"
"08:0000933806","1458141"
"09:0000307548","1458142"
"06:0001026563","1458168"
"05:0001059925","1458189"
"07:0000528059","1458235"
"09:0000824226","1458240"
"06:0000844307","1458259"
"07:0000974339","1458294"
"06:0000883260","1458295"
"09:0000914692","1458312"
"09:0000308074","1458316"
"08:0001127370","1458316"
"09:0000308147","1458338"
"Б06:00037231","1458342"
"09:0000532158","1458353"
"05:0000917480","1458376"
"09:0000308296","1458381"
"02:0001430802","1458389"
"09:0000308446","1458418"
"09:0000308532","1458443"
"Б06:00036770","1458449"
"09:0000664653","1458453"
"07:0001025824","1458454"
"09:0000308504","1458455"
"07:0000654806","1458471"
"09:0000308603","1458481"
"09:0000308587","1458483"
"09:0000515665","1458511"
"06:0000844601","1458514"
"07:0000520253","1458515"
"09:0000308731","1458525"
"08:0000959604","1458528"
"07:0000714338","1458542"
"09:0000736441","1458551"
"06:0000844674","1458556"
"09:0000308811","1458560"
"08:0000967691","1458564"
"08:0001132841","1458564"
"06:0000844705","1458579"
"09:0000308868","1458590"
"05:0001127247","1458593"
"09:0000526247","1458594"
"06:0000844744","1458600"
"09:0000308903","1458603"
"06:0000845247","1458618"
"09:0000405287","1458639"
"06:0000844844","1458650"
"06:0000880134","1458650"
"Б06:00036820","1458653"
"08:0001284058","1458678"
"06:0000844917","1458684"
"08:0001228838","1458685"
"05:0000917732","1458699"
"03:0001624430","1458701"
"09:0000660788","1458701"
"01:0001355896","1458701"
"01:0001797381","1458701"
"01:0001913702","1458701"
"09:0000544989","1458703"
"09:0000309179","1458714"
"09:0000325842","1458719"
"04:0000968646","1458719"
"06:0000845049","1458743"
"07:0000844364","1458747"
"07:0000520636","1458751"
"01:0001860784","1458754"
"08:0001078705","1458816"
"08:0001277177","1458822"
"06:0000845222","1458832"
"01:0000981894","1458863"
"01:0001448632","1458863"
"07:0000520818","1458873"
"08:0000935709","1458877"
"06:0000883233","1458880"
"07:0001050948","1458894"
"07:0001053272","1458894"
"07:0001062165","1458905"
"07:0000633576","1458905"
"05:0000990852","1458913"
"08:0000961721","1458914"
"09:0000309692","1458919"
"09:0000309696","1458921"
"06:0000845378","1458930"
"09:0000324319","1458993"
"08:0001191489","1459003"
"09:0000775587","1459019"
"06:0000845588","1459019"
"06:0000870169","1459030"
"01:0001983178","1459030"
"03:0000694090","1459030"
"03:0000526923","1459030"
"03:0000346602","1459030"
"03:0000308480","1459030"
"03:0000590718","1459030"
"03:0000975997","1459030"
"03:0000944250","1459030"
"03:0000328412","1459030"
"03:0000328335","1459030"
"03:0001032282","1459030"
"03:0001523796","1459030"
"03:0001594873","1459030"
"06:0000845552","1459032"
"06:0000845557","1459035"
"06:0001046222","1459040"
"06:0000845580","1459048"
"09:0000690258","1459068"
"09:0000916981","1459072"
"09:0000669973","1459072"
"07:0001018785","1459101"
"01:0001861210","1459102"
"07:0001016074","1459102"
"08:0001214261","1459103"
"07:0000586402","1459115"
"09:0000310384","1459134"
"06:0000845679","1459139"
"06:0001084862","1459140"
"06:0000959486","1459140"
"09:0000716061","1459140"
"01:0001861269","1459158"
"06:0000845711","1459159"
"06:0000845747","1459179"
"09:0000432045","1459186"
"05:0000953600","1459194"
"01:0001922946","1459194"
"09:0000478805","1459196"
"09:0000310636","1459224"
"09:0000919962","1459224"
"03:0001271169","1459227"
"06:0000909932","1459235"
"08:0000935237","1459256"
"01:0001861362","1459259"
"08:0000935253","1459273"
"09:0000310774","1459281"
"06:0000845821","1459288"
"09:0000712503","1459302"
"06:0000477149","1459309"
"07:0001013890","1459324"
"06:0000096108","1459331"
"06:0001073921","1459331"
"01:0001426984","1459331"
"01:0001257868","1459331"
"01:0001035109","1459331"
"01:0001761344","1459331"
"01:0000181740","1459331"
"10:0000185718","1459331"
"10:0000131377","1459331"
"02:0000988384","1459331"
"05:0000630210","1459331"
"03:0001845403","1459331"
"03:0000102174","1459331"
"03:0001584819","1459332"
"03:0000864835","1459332"
"01:0000113970","1459332"
"01:0001925635","1459332"
"06:0000434486","1459332"
"10:0000220619","1459332"
"06:0000909898","1459335"
"09:0000310964","1459343"
"09:0000405177","1459346"
"09:0000405181","1459346"
"09:0000405186","1459346"
"09:0000831401","1459349"
"03:0000182057","1459353"
"07:0000654863","1459353"
"07:0000462725","1459353"
"07:0000326326","1459353"
"01:0000359197","1459353"
"06:0000397353","1459353"
"08:0000181214","1459353"
"08:0000052476","1459353"
"08:0000180952","1459353"
"08:0000231195","1459353"
"08:0000085951","1459353"
"05:0000040267","1459353"
"04:0000019194","1459353"
"04:0000129225","1459353"
"04:0000219732","1459353"
"02:0000093669","1459353"
"10:0000183866","1459353"
"10:0000183882","1459353"
"02:0001081940","1459353"
"02:0001070391","1459353"
"02:0000700810","1459353"
"02:0000649977","1459353"
"02:0000408283","1459353"
"02:0000649982","1459353"
"04:0000089809","1459353"
"05:0000979529","1459353"
"01:0001861415","1459354"
"06:0000889362","1459370"
"08:0001276245","1459385"
"09:0000311061","1459394"
"09:0000311057","1459394"
"09:0000469768","1459400"
"21:0000005871","1459400"
"05:0000918119","1459401"
"09:0000469723","1459403"
"07:0000998482","1459407"
"04:0000900271","1459407"
"09:0000364860","1459410"
"01:0001861438","1459414"
"07:0000937955","1459429"
"02:0000400241","1459431"
"02:0001431459","1459431"
"07:0000541838","1459431"
"07:0000522007","1459444"
"09:0000604986","1459445"
"05:0001026894","1459447"
"09:0000311192","1459447"
"05:0000918160","1459452"
"05:0000918176","1459472"
"07:0000838973","1459476"
"07:0000522096","1459478"
"07:0000522192","1459524"
"07:0000647298","1459524"
"Б09:00026004","1459558"
"09:0000311513","1459565"
"05:0000918318","1459575"
"09:0000368168","1459577"
"Б09:00012165","1459581"
"09:0000792979","1459584"
"01:0001861477","1459584"
"01:0001318558","1459590"
"Б05:00034190","1459592"
"Б04:00034668","1459592"
"Б03:00042214","1459592"
"Б01:00075608","1459592"
"Б09:00026000","1459598"
"10:0000244563","1459607"
"01:0001095562","1459607"
"01:0001550216","1459607"
"08:0001094757","1459607"
"Б05:00034027","1459610"
"08:0000979154","1459614"
"09:0000311638","1459617"
"09:0000312133","1459628"
"07:0000683729","1459640"
"07:0000875362","1459646"
"05:0000918413","1459648"
"09:0000652480","1459651"
"03:0001861997","1459662"
"04:0001025893","1459662"
"04:0001025892","1459662"
"04:0001025890","1459662"
"01:0001861542","1459663"
"09:0000652493","1459673"
"09:0000601413","1459677"
"09:0000311911","1459688"
"Б09:00012206","1459717"
"07:0000686415","1459729"
"01:0000034185","1459751"
"09:0000592009","1459771"
"01:0001933433","1459771"
"06:0000798367","1459771"
"04:0001032866","1459771"
"03:0001442955","1459774"
"03:0001442557","1459779"
"07:0000869444","1459815"
"07:0000966211","1459815"
"03:0001857544","1459817"
"03:0001857542","1459817"
"09:0000739065","1459817"
"04:0001036977","1459817"
"04:0001036976","1459817"
"04:0001036994","1459817"
"09:0000312421","1459818"
"09:0000312438","1459819"
"08:0000961571","1459831"
"08:0001043563","1459835"
"09:0000551140","1459838"
"07:0000977252","1459839"
"07:0000522940","1459854"
"10:0000320991","1459868"
"03:0001842194","1459868"
"09:0000312818","1459888"
"09:0000461076","1459898"
"06:0000846226","1459899"
"07:0000704540","1459905"
"09:0000167971","1459909"
"09:0000351464","1459909"
"07:0000563464","1459909"
"02:0000081364","1459909"
"06:0000827984","1459920"
"09:0000793911","1459925"
"09:0000428026","1459950"
"05:0000875761","1459952"
"11:0000093053","1459952"
"01:0000916917","1459952"
"01:0001573451","1459952"
"01:0000161933","1459952"
"09:0000632370","1459952"
"09:0000312793","1459958"
"05:0001080548","1459964"
"07:0000523184","1459969"
"07:0000792884","1459978"
"09:0000844324","1459978"
"07:0001055378","1460024"
"09:0000313191","1460054"
"09:0000720524","1460065"
"03:0000365503","1460070"
"04:0000373231","1460075"
"09:0000313138","1460095"
"09:0000844740","1460099"
"09:0000329129","1460108"
"07:0000994380","1460114"
"Б01:00083631","1460115"
"09:0000412097","1460117"
"08:0000935877","1460133"
"09:0000313458","1460141"
"09:0000550683","1460146"
"07:0000591686","1460161"
"07:0000862220","1460161"
"Б05:00051464","1460173"
"05:0000995949","1460175"
"05:0000995943","1460175"
"09:0000480661","1460184"
"09:0000313343","1460187"
"05:0000439351","1460189"
"05:0000251099","1460189"
"05:0000575771","1460189"
"05:0000620100","1460189"
"07:0000548162","1460189"
"03:0000376655","1460189"
"03:0000062447","1460189"
"03:0000376654","1460189"
"03:0000131073","1460189"
"03:0000679248","1460189"
"03:0000546726","1460189"
"09:0000163929","1460189"
"09:0000436788","1460189"
"08:0001288775","1460248"
"02:0001430893","1460251"
"07:0001037487","1460266"
"03:0001842230","1460272"
"07:0000248322","1460276"
"09:0000380846","1460309"
"06:0000846707","1460315"
"07:0000951276","1460320"
"09:0000313706","1460321"
"09:0000557366","1460322"
"05:0000918886","1460348"
"11:0000015331","1460350"
"05:0000446350","1460350"
"05:0000065806","1460350"
"05:0000897940","1460350"
"09:0000313812","1460358"
"08:0001120954","1460364"
"05:0001060063","1460373"
"07:0000988923","1460383"
"03:0001842249","1460387"
"06:0000846861","1460391"
"Б19:00000481","1460411"
"02:0001241318","1460412"
"Б19:00000482","1460416"
"08:0000104251","1460418"
